luma_mean,luma_mean>rolling_average,luma_mean>rolling_average>subtract,luma_mean>rolling_average>subtract>butter_lowpass_filter,luma_mean>rolling_average>subtract>butter_lowpass_filter>cut_start
-62.39270000,-62.41340645,0.02070645,-0.23283821,-0.23283821
-61.93950000,-62.43146452,0.49196452,-0.09035523,-0.09035523
-61.93600000,-62.44120000,0.50520000,0.15689854,0.15689854
-61.89470000,-62.44290968,0.54820968,0.38812794,0.38812794
-62.21900000,-62.43173226,0.21273226,0.48845010,0.48845010
-62.24720000,-62.43077742,0.18357742,0.43327268,0.43327268
-62.56860000,-62.43111290,-0.13748710,0.27613707,0.27613707
-62.57930000,-62.43108387,-0.14821613,0.08148756,0.08148756
-62.62530000,-62.42930645,-0.19599355,-0.08272110,-0.08272110
-62.56460000,-62.42890968,-0.13569032,-0.17121527,-0.17121527
-62.72790000,-62.42860000,-0.29930000,-0.20761472,-0.20761472
-62.66680000,-62.42380968,-0.24299032,-0.23485959,-0.23485959
-62.66820000,-62.42104194,-0.24715806,-0.25342004,-0.25342004
-62.56510000,-62.41466129,-0.15043871,-0.24553613,-0.24553613
-62.63940000,-62.41162581,-0.22777419,-0.22070728,-0.22070728
-62.61320000,-62.40915161,-0.20404839,-0.20508972,-0.20508972
-62.57850000,-62.41440645,-0.16409355,-0.19802000,-0.19802000
-62.33770000,-62.43166774,0.09396774,-0.15745086,-0.15745086
-62.28410000,-62.44979355,0.16569355,-0.05597620,-0.05597620
-61.89390000,-62.46287742,0.56897742,0.10770324,0.10770324
-62.31380000,-62.45056129,0.13676129,0.26810561,0.26810561
-62.33680000,-62.43540323,0.09860323,0.30375920,0.30375920
-62.37320000,-62.41419032,0.04099032,0.22374523,0.22374523
-62.30580000,-62.39413226,0.08833226,0.13096093,0.13096093
-62.46950000,-62.37464516,-0.09485484,0.05860725,0.05860725
-62.43140000,-62.35647097,-0.07492903,-0.00844232,-0.00844232
-62.40350000,-62.34505806,-0.05844194,-0.05851296,-0.05851296
-62.51570000,-62.33716129,-0.17853871,-0.08886931,-0.08886931
-62.46690000,-62.33227419,-0.13462581,-0.11942321,-0.11942321
-62.57570000,-62.33226774,-0.24343226,-0.15208407,-0.15208407
-62.54970000,-62.33481935,-0.21488065,-0.18697335,-0.18697335
-62.55560000,-62.33497097,-0.22062903,-0.21365167,-0.21365167
-62.47460000,-62.33948065,-0.13511935,-0.21508024,-0.21508024
-62.49790000,-62.35454839,-0.14335161,-0.19100447,-0.19100447
-62.30030000,-62.37070000,0.07040000,-0.13877055,-0.13877055
-61.83720000,-62.38556452,0.54836452,-0.00313339,-0.00313339
-61.77730000,-62.38487097,0.60757097,0.23287886,0.23287886
-61.91100000,-62.37765161,0.46665161,0.44712739,0.44712739
